Drug1,Drug2,cell,drug1_db,drug2_db,synergy,sideeffect,synergistic
CARMUSTINE,IXABEPILONE,57,119,362,4.0,0,1
HYDROXYUREA,AMIFOSTINE,8,352,391,-0.54,0,0
ZOLEDRONIC ACID,CARMUSTINE,12,1,119,0.96,0,1
MERCAPTOPURINE,ARSENIC TRIOXIDE,38,343,112,6.28,0,1
ALLOPURINOL,ARSENIC TRIOXIDE,71,151,112,-0.03,0,0
BLEOMYCIN,PRALATREXATE,38,493,739,-11.67,0,0
TAMOXIFEN CITRATE,ZOLEDRONIC ACID,20,456,1,1.75,0,1
CYTARABINE HYDROCHLORIDE,ALLOPURINOL,36,474,151,-6.79,0,0
SORAFENIB,TOPOTECAN HYDROCHLORIDE,53,142,287,-2.53,0,0
LAPATINIB,PRALATREXATE,61,545,739,-0.73,0,0
MITOTANE,MERCAPTOPURINE,71,387,343,-6.76,0,0
CELECOXIB,THALIDOMIDE,3,615,349,-0.42,0,0
BLEOMYCIN,ARSENIC TRIOXIDE,5,493,112,-0.14,0,0
RALOXIFENE,RUXOLITINIB,42,496,323,-2.49,0,0
LAPATINIB,METHOXSALEN,37,545,356,-4.07,0,0
DEXRAZOXANE,DASATINIB,71,276,121,2.49,0,1
RALOXIFENE,AZACYTIDINE,42,496,738,2.55,0,1
NILOTINIB,AMIFOSTINE,5,8,391,-1.34,0,0
FULVESTRANT,TOPOTECAN HYDROCHLORIDE,71,45,287,0.76,0,1
FLUDARABINE BASE,TAMOXIFEN CITRATE,17,107,456,-2.28,0,0
LAPATINIB,QUINACRINE HYDROCHLORIDE,19,545,268,-7.52,0,0
LAPATINIB,ANASTROZOLE,71,545,659,0.2,0,1
CYTARABINE HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,20,474,251,-1.0,0,0
LETROZOLE,HYDROXYUREA,16,603,352,0.28,0,1
RALOXIFENE,DEXRAZOXANE,50,496,276,-4.96,0,0
SUNITINIB,HYDROXYUREA,46,727,352,-2.04,0,0
DOCETAXEL,TOPOTECAN HYDROCHLORIDE,60,661,287,-6.94,0,0
CYTARABINE HYDROCHLORIDE,BORTEZOMIB,31,474,130,-0.55,0,0
NILOTINIB,DASATINIB,14,8,121,3.51,0,1
IMATINIB,HYDROXYUREA,52,577,352,3.17,0,1
IMATINIB,DASATINIB,19,577,121,0.43,0,1
HYDROXYUREA,AMIFOSTINE,3,352,391,-3.29,0,0
BLEOMYCIN,THALIDOMIDE,32,493,349,-0.46,0,0
TOPOTECAN HYDROCHLORIDE,CARMUSTINE,54,287,119,-3.96,0,0
AZACYTIDINE,ARSENIC TRIOXIDE,3,738,112,2.44,0,1
DOCETAXEL,TOPOTECAN HYDROCHLORIDE,52,661,287,-1.62,0,0
LOMUSTINE,AMIFOSTINE,17,566,391,-4.34,0,0
PACLITAXEL,MERCAPTOPURINE,71,702,343,-6.15,0,0
TRETINOIN,AZACYTIDINE,13,30,738,-6.77,0,0
DASATINIB,METHOTREXATE,21,121,285,-9.16,0,0
PRALATREXATE,ARSENIC TRIOXIDE,18,739,112,-1.89,0,0
LAPATINIB,PRALATREXATE,19,545,739,-2.91,0,0
SORAFENIB,ANASTROZOLE,32,142,659,-6.48,0,0
MEGESTROL ACETATE,AMIFOSTINE,17,219,391,1.41,0,1
IMATINIB,ERLOTINIB HYDROCHLORIDE,60,577,251,4.07,0,1
FULVESTRANT,ERLOTINIB HYDROCHLORIDE,38,45,251,1.43,0,1
NILOTINIB,ANASTROZOLE,55,8,659,-1.39,0,0
LAPATINIB,METHOTREXATE,13,545,285,-0.86,0,0
TAMOXIFEN CITRATE,ARSENIC TRIOXIDE,42,456,112,0.59,0,1
TAMOXIFEN CITRATE,IXABEPILONE,46,456,362,3.11,0,1
CELECOXIB,METHOXSALEN,41,615,356,-0.26,0,0
METHOXSALEN,ERLOTINIB HYDROCHLORIDE,61,356,251,4.0,0,1
THALIDOMIDE,IMIQUIMOD,41,349,554,-3.65,0,0
LETROZOLE,ERLOTINIB HYDROCHLORIDE,20,603,251,-0.74,0,0
MERCAPTOPURINE,ARSENIC TRIOXIDE,53,343,112,-5.05,0,0
LENALIDOMIDE,DASATINIB,53,425,121,0.59,0,1
TRETINOIN,DOCETAXEL,29,30,661,20.74,0,1
MERCAPTOPURINE,CARMUSTINE,8,343,119,-4.66,0,0
LETROZOLE,PACLITAXEL,71,603,702,-0.55,0,0
QUINACRINE HYDROCHLORIDE,BORTEZOMIB,4,268,130,7.51,0,1
FULVESTRANT,THALIDOMIDE,21,45,349,0.37,0,1
BLEOMYCIN,IMIQUIMOD,3,493,554,-0.67,0,0
LETROZOLE,LAPATINIB,36,603,545,-4.17,0,0
CYTARABINE HYDROCHLORIDE,TRETINOIN,54,474,30,-3.96,0,0
CELECOXIB,AZACYTIDINE,18,615,738,-4.9,0,0
RALOXIFENE,HYDROXYUREA,29,496,352,-1.7,0,0
HYDROXYUREA,TOPOTECAN HYDROCHLORIDE,19,352,287,-3.4,0,0
QUINACRINE HYDROCHLORIDE,IXABEPILONE,17,268,362,-3.18,0,0
SORAFENIB,BORTEZOMIB,46,142,130,-6.81,0,0
DAUNORUBICIN HYDROCHLORIDE,DASATINIB,45,65,121,0.92,0,1
MITOXANTRONE,METHOTREXATE,8,398,285,0.38,0,1
METHOTREXATE,TOPOTECAN HYDROCHLORIDE,21,285,287,-4.09,0,0
FLUDARABINE BASE,PRALATREXATE,13,107,739,5.01,0,1
DASATINIB,ALLOPURINOL,18,121,151,-6.47,0,0
PACLITAXEL,ANASTROZOLE,14,702,659,0.44,0,1
TRETINOIN,SUNITINIB,16,30,727,1.87,0,1
CELECOXIB,NILOTINIB,35,615,8,3.19,0,1
AZACYTIDINE,IXABEPILONE,13,738,362,-0.01,0,0
SUNITINIB,IMIQUIMOD,38,727,554,2.05,0,1
CARMUSTINE,AMIFOSTINE,3,119,391,-7.56,0,0
DACARBAZINE,DASATINIB,63,283,121,-5.78,0,0
ALLOPURINOL,QUINACRINE HYDROCHLORIDE,55,151,268,-6.12,0,0
CYTARABINE HYDROCHLORIDE,MITOTANE,32,474,387,-5.09,0,0
DOCETAXEL,IXABEPILONE,38,661,362,4.26,0,1
ABIRATERONE,IMIQUIMOD,45,430,554,-3.37,0,0
RALOXIFENE,ARSENIC TRIOXIDE,61,496,112,5.17,0,1
MITOTANE,BORTEZOMIB,63,387,130,1.85,0,1
TAMOXIFEN CITRATE,NILOTINIB,13,456,8,-1.06,0,0
TAMOXIFEN CITRATE,TOPOTECAN HYDROCHLORIDE,39,456,287,-10.78,0,0
SUNITINIB,MERCAPTOPURINE,41,727,343,-1.37,0,0
LETROZOLE,MERCAPTOPURINE,3,603,343,-0.09,0,0
METHOXSALEN,ERLOTINIB HYDROCHLORIDE,50,356,251,-0.1,0,0
TRETINOIN,FULVESTRANT,21,30,45,-5.28,0,0
ZOLEDRONIC ACID,AMIFOSTINE,13,1,391,-3.27,0,0
DASATINIB,LAPATINIB,38,121,545,3.76,0,1
LETROZOLE,HYDROXYUREA,52,603,352,8.15,0,1
ZOLEDRONIC ACID,QUINACRINE HYDROCHLORIDE,73,1,268,-4.01,0,0
CELECOXIB,CYTARABINE HYDROCHLORIDE,66,615,474,6.74,0,1
FULVESTRANT,ALLOPURINOL,63,45,151,-3.51,0,0
DOCETAXEL,PRALATREXATE,39,661,739,1.45,0,1
RALOXIFENE,AZACYTIDINE,4,496,738,0.45,0,1
PRALATREXATE,IMIQUIMOD,20,739,554,-3.48,0,0
CYTARABINE HYDROCHLORIDE,ZOLEDRONIC ACID,41,474,1,-5.57,0,0
FLUDARABINE BASE,SUNITINIB,46,107,727,-0.61,0,0
RALOXIFENE,LETROZOLE,33,496,603,-1.76,0,0
RALOXIFENE,MITOTANE,42,496,387,0.0,0,0
RALOXIFENE,CABAZITAXEL,55,496,747,41.0,0,1
DOCETAXEL,IXABEPILONE,35,661,362,0.91,0,1
PACLITAXEL,METHOTREXATE,39,702,285,0.39,0,1
AZACYTIDINE,MERCAPTOPURINE,52,738,343,-8.77,0,0
FULVESTRANT,AMIFOSTINE,48,45,391,-2.57,0,0
CELECOXIB,FLUDARABINE BASE,20,615,107,-2.68,0,0
TRETINOIN,DASATINIB,70,30,121,9.53,0,1
MERCAPTOPURINE,CARMUSTINE,32,343,119,-8.38,0,0
FLUDARABINE BASE,TAMOXIFEN CITRATE,33,107,456,2.57,0,1
DOCETAXEL,TOPOTECAN HYDROCHLORIDE,48,661,287,-2.19,0,0
FULVESTRANT,AZACYTIDINE,60,45,738,-3.27,0,0
TRETINOIN,MITOTANE,60,30,387,7.13,0,1
BLEOMYCIN,ARSENIC TRIOXIDE,66,493,112,-3.36,0,0
SUNITINIB,ZOLEDRONIC ACID,5,727,1,1.02,0,1
LAPATINIB,SUNITINIB,13,545,727,1.26,0,1
DASATINIB,ANASTROZOLE,13,121,659,-3.2,0,0
CELECOXIB,IMIQUIMOD,8,615,554,0.45,0,1
AMIFOSTINE,TOPOTECAN HYDROCHLORIDE,21,391,287,-3.52,0,0
LETROZOLE,THALIDOMIDE,39,603,349,8.01,0,1
MITOTANE,NILOTINIB,16,387,8,0.09,0,1
FULVESTRANT,BORTEZOMIB,16,45,130,-0.72,0,0
TAMOXIFEN CITRATE,TOPOTECAN HYDROCHLORIDE,42,456,287,5.7,0,1
DASATINIB,SUNITINIB,12,121,727,1.96,0,1
MERCAPTOPURINE,AMIFOSTINE,32,343,391,-5.9,0,0
TRETINOIN,TOPOTECAN HYDROCHLORIDE,48,30,287,6.15,0,1
RALOXIFENE,SORAFENIB,35,496,142,-3.85,0,0
CELECOXIB,CYTARABINE HYDROCHLORIDE,39,615,474,4.46,0,1
AZACYTIDINE,PRALATREXATE,19,738,739,-3.8,0,0
NILOTINIB,LAPATINIB,63,8,545,-0.14,0,0
BLEOMYCIN,FULVESTRANT,41,493,45,-11.94,0,0
ZOLEDRONIC ACID,QUINACRINE HYDROCHLORIDE,37,1,268,-4.39,0,0
RALOXIFENE,IXABEPILONE,61,496,362,-1.21,0,0
TAMOXIFEN CITRATE,THALIDOMIDE,52,456,349,-0.52,0,0
CELECOXIB,NILOTINIB,38,615,8,2.31,0,1
BLEOMYCIN,SORAFENIB,63,493,142,3.79,0,1
TAMOXIFEN CITRATE,IMIQUIMOD,61,456,554,-1.9,0,0
DOCETAXEL,IXABEPILONE,55,661,362,2.92,0,1
FULVESTRANT,METHOXSALEN,50,45,356,7.02,0,1
RALOXIFENE,DOCETAXEL,46,496,661,1.22,0,1
CELECOXIB,MERCAPTOPURINE,14,615,343,-0.39,0,0
FLUDARABINE BASE,ANASTROZOLE,63,107,659,-1.45,0,0
ANASTROZOLE,PRALATREXATE,70,659,739,-0.58,0,0
RALOXIFENE,LENALIDOMIDE,18,496,425,1.43,0,1
CYTARABINE HYDROCHLORIDE,ARSENIC TRIOXIDE,54,474,112,-1.6,0,0
ZOLEDRONIC ACID,BORTEZOMIB,31,1,130,-2.84,0,0
TAMOXIFEN CITRATE,BORTEZOMIB,53,456,130,10.05,0,1
CELECOXIB,ZOLEDRONIC ACID,13,615,1,-2.49,0,0
CYTARABINE HYDROCHLORIDE,BLEOMYCIN,63,474,493,-3.8,0,0
SUNITINIB,THALIDOMIDE,20,727,349,0.22,0,1
LETROZOLE,CARMUSTINE,21,603,119,-2.98,0,0
SUNITINIB,FULVESTRANT,41,727,45,-1.16,0,0
RALOXIFENE,IMIQUIMOD,46,496,554,8.15,0,1
RALOXIFENE,QUINACRINE HYDROCHLORIDE,25,496,268,9.08,0,1
QUINACRINE HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,30,268,251,8.83,0,1
METHOTREXATE,FLUDARABINE BASE,52,285,107,-4.03,0,0
METHOTREXATE,FLUDARABINE BASE,31,285,107,-2.06,0,0
LAPATINIB,THALIDOMIDE,20,545,349,-0.35,0,0
CYTARABINE HYDROCHLORIDE,HYDROXYUREA,38,474,352,-4.56,0,0
RALOXIFENE,PRALATREXATE,37,496,739,-1.03,0,0
IMATINIB,DOCETAXEL,55,577,661,14.55,0,1
BORTEZOMIB,ARSENIC TRIOXIDE,73,130,112,1.18,0,1
FLUDARABINE BASE,ZOLEDRONIC ACID,25,107,1,0.96,0,1
LETROZOLE,CELECOXIB,61,603,615,1.81,0,1
PACLITAXEL,IMIQUIMOD,19,702,554,2.35,0,1
TAMOXIFEN CITRATE,AMIFOSTINE,60,456,391,-2.69,0,0
BLEOMYCIN,CARMUSTINE,45,493,119,0.14,0,1
NILOTINIB,IXABEPILONE,33,8,362,7.86,0,1
FLUDARABINE BASE,HYDROXYUREA,55,107,352,0.8,0,1
NILOTINIB,CARMUSTINE,25,8,119,-8.02,0,0
TRETINOIN,QUINACRINE HYDROCHLORIDE,55,30,268,-4.66,0,0
IMIQUIMOD,ERLOTINIB HYDROCHLORIDE,50,554,251,-1.44,0,0
LETROZOLE,ARSENIC TRIOXIDE,20,603,112,5.45,0,1
ANASTROZOLE,ERLOTINIB HYDROCHLORIDE,29,659,251,7.97,0,1
TAMOXIFEN CITRATE,ALLOPURINOL,8,456,151,0.15,0,1
ALLOPURINOL,CARMUSTINE,53,151,119,-1.33,0,0
ANASTROZOLE,TOPOTECAN HYDROCHLORIDE,48,659,287,3.4,0,1
MERCAPTOPURINE,NILOTINIB,45,343,8,-2.32,0,0
PACLITAXEL,BORTEZOMIB,36,702,130,-2.25,0,0
DASATINIB,BORTEZOMIB,38,121,130,0.05,0,1
ZOLEDRONIC ACID,IXABEPILONE,48,1,362,1.44,0,1
FULVESTRANT,ARSENIC TRIOXIDE,45,45,112,-6.25,0,0
BLEOMYCIN,METHOTREXATE,42,493,285,5.13,0,1
BLEOMYCIN,AMIFOSTINE,38,493,391,-5.86,0,0
TRETINOIN,SUNITINIB,20,30,727,-1.96,0,0
CELECOXIB,HYDROXYUREA,66,615,352,5.59,0,1
MEGESTROL ACETATE,METHOTREXATE,45,219,285,5.26,0,1
FLUDARABINE BASE,BORTEZOMIB,54,107,130,-8.66,0,0
NILOTINIB,IMIQUIMOD,37,8,554,-5.25,0,0
RALOXIFENE,IXABEPILONE,37,496,362,-1.83,0,0
CYTARABINE HYDROCHLORIDE,AMIFOSTINE,39,474,391,1.79,0,1
MITOTANE,MERCAPTOPURINE,42,387,343,-7.54,0,0
CARMUSTINE,BORTEZOMIB,50,119,130,-1.35,0,0
FULVESTRANT,QUINACRINE HYDROCHLORIDE,41,45,268,-5.17,0,0
LAPATINIB,BORTEZOMIB,54,545,130,0.66,0,1
DOCETAXEL,QUINACRINE HYDROCHLORIDE,54,661,268,-1.72,0,0
SORAFENIB,QUINACRINE HYDROCHLORIDE,4,142,268,-12.29,0,0
CYTARABINE HYDROCHLORIDE,METHOXSALEN,48,474,356,-7.11,0,0
RALOXIFENE,DASATINIB,16,496,121,-3.04,0,0
CELECOXIB,QUINACRINE HYDROCHLORIDE,46,615,268,-3.32,0,0
HYDROXYUREA,MERCAPTOPURINE,37,352,343,-12.19,0,0
SUNITINIB,PRALATREXATE,52,727,739,1.05,0,1
DASATINIB,METHOXSALEN,63,121,356,-6.72,0,0
MEGESTROL ACETATE,AMIFOSTINE,50,219,391,9.18,0,1
ANASTROZOLE,QUINACRINE HYDROCHLORIDE,5,659,268,-1.25,0,0
FULVESTRANT,METHOXSALEN,20,45,356,3.3,0,1
DOCETAXEL,QUINACRINE HYDROCHLORIDE,52,661,268,-5.54,0,0
LOMUSTINE,AMIFOSTINE,14,566,391,-6.8,0,0
FLUDARABINE BASE,NILOTINIB,54,107,8,6.53,0,1
NILOTINIB,ALLOPURINOL,35,8,151,7.22,0,1
AZACYTIDINE,ERLOTINIB HYDROCHLORIDE,3,738,251,-9.1,0,0
RALOXIFENE,METHOTREXATE,8,496,285,-3.57,0,0
AZACYTIDINE,METHOXSALEN,52,738,356,-9.79,0,0
MEGESTROL ACETATE,BLEOMYCIN,42,219,493,-7.36,0,0
DOCETAXEL,ALLOPURINOL,14,661,151,-7.61,0,0
IMIQUIMOD,ERLOTINIB HYDROCHLORIDE,8,554,251,-0.47,0,0
CYTARABINE HYDROCHLORIDE,FLUDARABINE BASE,18,474,107,-4.38,0,0
ANASTROZOLE,AMIFOSTINE,39,659,391,-1.05,0,0
ANASTROZOLE,AMIFOSTINE,17,659,391,4.57,0,1
AZACYTIDINE,BORTEZOMIB,12,738,130,-1.63,0,0
ERLOTINIB HYDROCHLORIDE,BORTEZOMIB,36,251,130,19.54,0,1
CELECOXIB,AMIFOSTINE,20,615,391,0.14,0,1
TOPOTECAN HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,12,287,251,1.41,0,1
FLUDARABINE BASE,TOPOTECAN HYDROCHLORIDE,45,107,287,-1.73,0,0
CYTARABINE HYDROCHLORIDE,TOPOTECAN HYDROCHLORIDE,53,474,287,-6.5,0,0
NILOTINIB,PRALATREXATE,61,8,739,6.36,0,1
MERCAPTOPURINE,CARMUSTINE,36,343,119,-0.3,0,0
RALOXIFENE,PEMETREXED,4,496,498,-2.37,0,0
CARMUSTINE,ERLOTINIB HYDROCHLORIDE,48,119,251,-5.59,0,0
MERCAPTOPURINE,ALLOPURINOL,71,343,151,-6.8,0,0
PEMETREXED,AMIFOSTINE,4,498,391,-4.91,0,0
QUINACRINE HYDROCHLORIDE,IMIQUIMOD,18,268,554,-6.56,0,0
DASATINIB,METHOXSALEN,5,121,356,2.28,0,1
TAMOXIFEN CITRATE,TOPOTECAN HYDROCHLORIDE,55,456,287,-0.58,0,0
MERCAPTOPURINE,IXABEPILONE,38,343,362,-7.23,0,0
FLUDARABINE BASE,MITOTANE,12,107,387,0.81,0,1
BLEOMYCIN,ANASTROZOLE,21,493,659,1.27,0,1
IMATINIB,THALIDOMIDE,53,577,349,-0.08,0,0
DASATINIB,FULVESTRANT,55,121,45,-0.54,0,0
TOPOTECAN HYDROCHLORIDE,ARSENIC TRIOXIDE,70,287,112,-2.31,0,0
PRALATREXATE,ALLOPURINOL,66,739,151,-1.48,0,0
DACARBAZINE,METHOTREXATE,3,283,285,-1.46,0,0
IMATINIB,AZACYTIDINE,36,577,738,-1.52,0,0
RALOXIFENE,PRALATREXATE,53,496,739,1.62,0,1
AZACYTIDINE,THALIDOMIDE,41,738,349,-1.49,0,0
BLEOMYCIN,ALLOPURINOL,25,493,151,-0.08,0,0
CELECOXIB,ERLOTINIB HYDROCHLORIDE,61,615,251,-0.27,0,0
ALLOPURINOL,TOPOTECAN HYDROCHLORIDE,14,151,287,3.27,0,1
MITOTANE,METHOXSALEN,66,387,356,7.84,0,1
SUNITINIB,IXABEPILONE,3,727,362,3.91,0,1
PACLITAXEL,MERCAPTOPURINE,53,702,343,-12.21,0,0
HYDROXYUREA,FULVESTRANT,39,352,45,-2.25,0,0
CELECOXIB,TOPOTECAN HYDROCHLORIDE,20,615,287,-5.73,0,0
PACLITAXEL,PRALATREXATE,39,702,739,1.31,0,1
LETROZOLE,METHOXSALEN,18,603,356,1.51,0,1
METHOTREXATE,BORTEZOMIB,50,285,130,-2.54,0,0
DASATINIB,QUINACRINE HYDROCHLORIDE,17,121,268,-3.29,0,0
NILOTINIB,SORAFENIB,18,8,142,1.56,0,1
THALIDOMIDE,METHOXSALEN,19,349,356,0.61,0,1
MITOTANE,QUINACRINE HYDROCHLORIDE,12,387,268,-1.41,0,0
MITOTANE,TOPOTECAN HYDROCHLORIDE,29,387,287,0.78,0,1
RALOXIFENE,MEGESTROL ACETATE,31,496,219,3.23,0,1
ZOLEDRONIC ACID,IXABEPILONE,57,1,362,3.22,0,1
CYTARABINE HYDROCHLORIDE,METHOXSALEN,18,474,356,-0.58,0,0
AZACYTIDINE,METHOTREXATE,41,738,285,-0.08,0,0
AZACYTIDINE,LAPATINIB,46,738,545,-12.35,0,0
TRETINOIN,AMIFOSTINE,30,30,391,2.03,0,1
CYTARABINE HYDROCHLORIDE,ANASTROZOLE,17,474,659,-9.43,0,0
RALOXIFENE,CRIZOTINIB,54,496,476,8.21,0,1
LETROZOLE,IMATINIB,45,603,577,5.81,0,1
TAMOXIFEN CITRATE,MERCAPTOPURINE,32,456,343,-6.16,0,0
DASATINIB,THALIDOMIDE,70,121,349,-2.29,0,0
CELECOXIB,TOPOTECAN HYDROCHLORIDE,21,615,287,-1.93,0,0
TAMOXIFEN CITRATE,ZOLEDRONIC ACID,50,456,1,2.16,0,1
METHOTREXATE,AMIFOSTINE,60,285,391,5.88,0,1
LETROZOLE,IXABEPILONE,46,603,362,1.23,0,1
LETROZOLE,DOCETAXEL,25,603,661,-0.03,0,0
ANASTROZOLE,PRALATREXATE,13,659,739,-1.73,0,0
SUNITINIB,ERLOTINIB HYDROCHLORIDE,61,727,251,1.23,0,1
FLUDARABINE BASE,SUNITINIB,52,107,727,-2.07,0,0
DEXRAZOXANE,AMIFOSTINE,63,276,391,-6.36,0,0
NILOTINIB,SUNITINIB,38,8,727,4.85,0,1
ANASTROZOLE,AMIFOSTINE,71,659,391,-1.78,0,0
ZOLEDRONIC ACID,AMIFOSTINE,39,1,391,0.7,0,1
CARMUSTINE,ERLOTINIB HYDROCHLORIDE,61,119,251,0.91,0,1
PACLITAXEL,CARMUSTINE,73,702,119,0.06,0,1
ZOLEDRONIC ACID,HYDROXYUREA,3,1,352,-1.43,0,0
DASATINIB,FULVESTRANT,19,121,45,2.51,0,1
TAMOXIFEN CITRATE,MERCAPTOPURINE,8,456,343,3.87,0,1
MITOTANE,IXABEPILONE,16,387,362,4.49,0,1
FLUDARABINE BASE,TRETINOIN,38,107,30,2.1,0,1
NILOTINIB,FULVESTRANT,32,8,45,3.71,0,1
LENALIDOMIDE,BLEOMYCIN,17,425,493,0.9,0,1
AZACYTIDINE,IXABEPILONE,63,738,362,4.25,0,1
DOCETAXEL,BORTEZOMIB,45,661,130,-4.95,0,0
QUINACRINE HYDROCHLORIDE,TOPOTECAN HYDROCHLORIDE,38,268,287,-5.17,0,0
RALOXIFENE,PEMETREXED,13,496,498,5.23,0,1
PRALATREXATE,MERCAPTOPURINE,35,739,343,-3.43,0,0
ALLOPURINOL,IXABEPILONE,32,151,362,1.79,0,1
AZACYTIDINE,CARMUSTINE,63,738,119,1.4,0,1
SUNITINIB,MITOTANE,12,727,387,-2.54,0,0
ANASTROZOLE,METHOTREXATE,71,659,285,-0.53,0,0
LETROZOLE,ARSENIC TRIOXIDE,12,603,112,1.95,0,1
LETROZOLE,MITOTANE,52,603,387,4.45,0,1
THALIDOMIDE,ERLOTINIB HYDROCHLORIDE,73,349,251,6.48,0,1
NILOTINIB,DOCETAXEL,25,8,661,10.68,0,1
ALLOPURINOL,ARSENIC TRIOXIDE,60,151,112,-1.27,0,0
RALOXIFENE,FULVESTRANT,45,496,45,-5.42,0,0
TAMOXIFEN CITRATE,ERLOTINIB HYDROCHLORIDE,52,456,251,4.56,0,1
THALIDOMIDE,TOPOTECAN HYDROCHLORIDE,70,349,287,-21.32,0,0
DASATINIB,CARMUSTINE,73,121,119,-7.66,0,0
CYTARABINE HYDROCHLORIDE,NILOTINIB,45,474,8,-2.84,0,0
5-FU,METHOTREXATE,73,663,285,0.25,0,1
NILOTINIB,AZACYTIDINE,41,8,738,-0.85,0,0
QUINACRINE HYDROCHLORIDE,TOPOTECAN HYDROCHLORIDE,50,268,287,1.61,0,1
MERCAPTOPURINE,IXABEPILONE,66,343,362,0.72,0,1
SUNITINIB,METHOXSALEN,57,727,356,-2.92,0,0
LETROZOLE,TAMOXIFEN CITRATE,16,603,456,-0.04,0,0
NILOTINIB,DASATINIB,8,8,121,6.64,0,1
DOCETAXEL,QUINACRINE HYDROCHLORIDE,14,661,268,-7.57,0,0
GEFITINIB,METHOTREXATE,32,655,285,-7.05,0,0
FLUDARABINE BASE,DASATINIB,53,107,121,1.3,0,1
ALLOPURINOL,TOPOTECAN HYDROCHLORIDE,17,151,287,-2.43,0,0
ZOLEDRONIC ACID,IXABEPILONE,3,1,362,1.61,0,1
SUNITINIB,ARSENIC TRIOXIDE,39,727,112,-0.76,0,0
MERCAPTOPURINE,ERLOTINIB HYDROCHLORIDE,25,343,251,-5.33,0,0
ANASTROZOLE,BORTEZOMIB,63,659,130,2.22,0,1
DOCETAXEL,THALIDOMIDE,20,661,349,-4.21,0,0
LOMUSTINE,METHOTREXATE,36,566,285,-1.86,0,0
LAPATINIB,AMIFOSTINE,20,545,391,0.26,0,1
CELECOXIB,AMIFOSTINE,25,615,391,3.3,0,1
IMATINIB,HYDROXYUREA,4,577,352,0.1,0,1
LETROZOLE,QUINACRINE HYDROCHLORIDE,60,603,268,-7.3,0,0
LAPATINIB,BORTEZOMIB,70,545,130,-3.84,0,0
FULVESTRANT,ARSENIC TRIOXIDE,31,45,112,2.71,0,1
PACLITAXEL,TOPOTECAN HYDROCHLORIDE,60,702,287,-2.96,0,0
ANASTROZOLE,METHOTREXATE,31,659,285,7.37,0,1
TAMOXIFEN CITRATE,SUNITINIB,36,456,727,1.51,0,1
SUNITINIB,FULVESTRANT,60,727,45,-3.67,0,0
CARMUSTINE,ARSENIC TRIOXIDE,55,119,112,-1.42,0,0
TAMOXIFEN CITRATE,LAPATINIB,38,456,545,-0.63,0,0
SUNITINIB,MITOTANE,19,727,387,1.69,0,1
DASATINIB,IXABEPILONE,63,121,362,4.39,0,1
CYTARABINE HYDROCHLORIDE,SORAFENIB,52,474,142,2.73,0,1
DOCETAXEL,TOPOTECAN HYDROCHLORIDE,36,661,287,-5.26,0,0
DOCETAXEL,QUINACRINE HYDROCHLORIDE,17,661,268,-4.28,0,0
RALOXIFENE,ARSENIC TRIOXIDE,42,496,112,3.79,0,1
NILOTINIB,TOPOTECAN HYDROCHLORIDE,33,8,287,-1.66,0,0
FLUDARABINE BASE,METHOXSALEN,14,107,356,-1.69,0,0
DAUNORUBICIN HYDROCHLORIDE,BLEOMYCIN,41,65,493,-5.27,0,0
CELECOXIB,BORTEZOMIB,18,615,130,5.51,0,1
BLEOMYCIN,PRALATREXATE,20,493,739,-2.62,0,0
DOCETAXEL,IMIQUIMOD,18,661,554,-8.56,0,0
ZOLEDRONIC ACID,AMIFOSTINE,20,1,391,2.14,0,1
SUNITINIB,MITOTANE,17,727,387,-0.57,0,0
TRETINOIN,ZOLEDRONIC ACID,5,30,1,1.25,0,1
CELECOXIB,ARSENIC TRIOXIDE,57,615,112,2.6,0,1
CYTARABINE HYDROCHLORIDE,QUINACRINE HYDROCHLORIDE,60,474,268,-0.72,0,0
DASATINIB,IMIQUIMOD,70,121,554,2.71,0,1
LAPATINIB,AMIFOSTINE,30,545,391,-2.71,0,0
PACLITAXEL,HYDROXYUREA,54,702,352,9.62,0,1
RALOXIFENE,BLEOMYCIN,63,496,493,0.24,0,1
DOCETAXEL,SORAFENIB,4,661,142,26.36,0,1
METHOXSALEN,CARMUSTINE,45,356,119,0.01,0,1
TAMOXIFEN CITRATE,LAPATINIB,18,456,545,1.29,0,1
PRALATREXATE,METHOTREXATE,35,739,285,4.28,0,1
CYTARABINE HYDROCHLORIDE,FULVESTRANT,32,474,45,-0.41,0,0
DASATINIB,ARSENIC TRIOXIDE,13,121,112,1.82,0,1
CELECOXIB,ANASTROZOLE,46,615,659,-1.49,0,0
CYTARABINE HYDROCHLORIDE,BLEOMYCIN,50,474,493,-3.21,0,0
METHOTREXATE,IXABEPILONE,42,285,362,-3.52,0,0
SUNITINIB,MITOTANE,3,727,387,1.18,0,1
DASATINIB,SUNITINIB,57,121,727,5.67,0,1
CELECOXIB,FLUDARABINE BASE,60,615,107,-5.24,0,0
SORAFENIB,QUINACRINE HYDROCHLORIDE,41,142,268,-1.58,0,0
LAPATINIB,IXABEPILONE,35,545,362,6.47,0,1
MERCAPTOPURINE,CARMUSTINE,18,343,119,-8.75,0,0
