Drug1,Drug2,cell,drug1_db,drug2_db,synergy,sideeffect,synergistic
TOPOTECAN,SORAFENIB,12,555,657,-3.4525,0,0
VINBLASTINE,BORTEZOMIB,12,730,710,2.5725,0,1
VINBLASTINE,DASATINIB,12,730,495,8.4975,0,1
VINBLASTINE,ERLOTINIB,12,730,529,12.435,0,1
VINBLASTINE,GELDANAMYCIN,12,730,631,2.995,0,1
VINBLASTINE,LAPATINIB,12,730,324,1.3725,0,1
VINBLASTINE,SORAFENIB,12,730,657,5.6125,0,1
VINBLASTINE,SUNITINIB,12,730,667,1.3125,0,1
VINORELBINE,BORTEZOMIB,12,380,710,2.6475,0,1
VINORELBINE,DASATINIB,12,380,495,9.55,0,1
VINORELBINE,ERLOTINIB,12,380,529,6.48,0,1
VINORELBINE,GELDANAMYCIN,12,380,631,3.115,0,1
VINORELBINE,LAPATINIB,12,380,324,3.4175,0,1
VINORELBINE,SORAFENIB,12,380,657,-0.04,0,0
VINORELBINE,SUNITINIB,12,380,667,3.3125,0,1
5-FU,BORTEZOMIB,16,400,710,-1.1425,0,0
5-FU,DASATINIB,16,400,495,-8.5225,0,0
5-FU,ERLOTINIB,16,400,529,-3.9675,0,0
5-FU,GELDANAMYCIN,16,400,631,-1.135,0,0
5-FU,LAPATINIB,16,400,324,-6.7925,0,0
5-FU,SORAFENIB,16,400,657,1.4325,0,1
5-FU,SUNITINIB,16,400,667,4.655,0,1
BORTEZOMIB,DASATINIB,16,710,495,0.345,0,1
BORTEZOMIB,GELDANAMYCIN,16,710,631,0.225,0,1
BORTEZOMIB,SORAFENIB,16,710,657,4.43,0,1
BORTEZOMIB,TOPOTECAN,16,710,555,-0.0925,0,0
DASATINIB,GELDANAMYCIN,16,495,631,4.025,0,1
DASATINIB,SORAFENIB,16,495,657,1.2625,0,1
DASATINIB,TOPOTECAN,16,495,555,-4.2025,0,0
DEXAMETHASONE,BORTEZOMIB,16,481,710,-1.6875,0,0
DEXAMETHASONE,DASATINIB,16,481,495,15.0675,0,1
DEXAMETHASONE,ERLOTINIB,16,481,529,2.2125,0,1
DEXAMETHASONE,GELDANAMYCIN,16,481,631,2.535,0,1
DEXAMETHASONE,LAPATINIB,16,481,324,0.685,0,1
DEXAMETHASONE,SORAFENIB,16,481,657,4.7675,0,1
DEXAMETHASONE,SUNITINIB,16,481,667,17.4925,0,1
DOXORUBICIN,BORTEZOMIB,16,655,710,-0.09,0,0
DOXORUBICIN,DASATINIB,16,655,495,0.64,0,1
DOXORUBICIN,ERLOTINIB,16,655,529,-3.755,0,0
DOXORUBICIN,GELDANAMYCIN,16,655,631,-0.1925,0,0
DOXORUBICIN,LAPATINIB,16,655,324,-1.42,0,0
DOXORUBICIN,SORAFENIB,16,655,657,-0.64,0,0
DOXORUBICIN,SUNITINIB,16,655,667,-3.26,0,0
ERLOTINIB,BORTEZOMIB,16,529,710,-0.52,0,0
ERLOTINIB,DASATINIB,16,529,495,1.2775,0,1
ERLOTINIB,GELDANAMYCIN,16,529,631,1.4925,0,1
ERLOTINIB,SORAFENIB,16,529,657,1.5875,0,1
ERLOTINIB,TOPOTECAN,16,529,555,4.14,0,1
ETOPOSIDE,BORTEZOMIB,16,595,710,-0.23,0,0
ETOPOSIDE,DASATINIB,16,595,495,-3.65,0,0
ETOPOSIDE,ERLOTINIB,16,595,529,-1.1875,0,0
ETOPOSIDE,GELDANAMYCIN,16,595,631,0.8225,0,1
ETOPOSIDE,LAPATINIB,16,595,324,-1.3425,0,0
ETOPOSIDE,SORAFENIB,16,595,657,4.7875,0,1
ETOPOSIDE,SUNITINIB,16,595,667,-1.1275,0,0
GELDANAMYCIN,SORAFENIB,16,631,657,4.08,0,1
GELDANAMYCIN,TOPOTECAN,16,631,555,1.0675,0,1
GEMCITABINE,BORTEZOMIB,16,320,710,2.3,0,1
GEMCITABINE,DASATINIB,16,320,495,0.03,0,1
GEMCITABINE,ERLOTINIB,16,320,529,-0.135,0,0
GEMCITABINE,GELDANAMYCIN,16,320,631,-1.535,0,0
GEMCITABINE,LAPATINIB,16,320,324,-3.17,0,0
GEMCITABINE,SORAFENIB,16,320,657,2.1075,0,1
GEMCITABINE,SUNITINIB,16,320,667,0.3875,0,1
LAPATINIB,BORTEZOMIB,16,324,710,-0.0775,0,0
LAPATINIB,DASATINIB,16,324,495,3.335,0,1
LAPATINIB,ERLOTINIB,16,324,529,-8.4925,0,0
LAPATINIB,GELDANAMYCIN,16,324,631,3.28,0,1
LAPATINIB,SORAFENIB,16,324,657,3.1825,0,1
LAPATINIB,TOPOTECAN,16,324,555,1.6925,0,1
METFORMIN,BORTEZOMIB,16,425,710,0.11,0,1
METFORMIN,DASATINIB,16,425,495,-3.765,0,0
METFORMIN,ERLOTINIB,16,425,529,0.7625,0,1
METFORMIN,GELDANAMYCIN,16,425,631,7.2575,0,1
METFORMIN,LAPATINIB,16,425,324,-1.3875,0,0
METFORMIN,SORAFENIB,16,425,657,8.845,0,1
METFORMIN,SUNITINIB,16,425,667,1.7225,0,1
METHOTREXATE,BORTEZOMIB,16,737,710,-1.03,0,0
METHOTREXATE,DASATINIB,16,737,495,-9.805,0,0
METHOTREXATE,ERLOTINIB,16,737,529,-8.545,0,0
METHOTREXATE,GELDANAMYCIN,16,737,631,-6.3,0,0
METHOTREXATE,LAPATINIB,16,737,324,-8.185,0,0
METHOTREXATE,SORAFENIB,16,737,657,3.7425,0,1
METHOTREXATE,SUNITINIB,16,737,667,-9.95,0,0
PACLITAXEL,BORTEZOMIB,16,477,710,0.24,0,1
PACLITAXEL,DASATINIB,16,477,495,3.27,0,1
PACLITAXEL,ERLOTINIB,16,477,529,1.7275,0,1
PACLITAXEL,GELDANAMYCIN,16,477,631,1.8525,0,1
PACLITAXEL,LAPATINIB,16,477,324,8.62,0,1
PACLITAXEL,SORAFENIB,16,477,657,6.31,0,1
PACLITAXEL,SUNITINIB,16,477,667,4.6175,0,1
SUNITINIB,BORTEZOMIB,16,667,710,2.365,0,1
SUNITINIB,DASATINIB,16,667,495,2.0725,0,1
SUNITINIB,ERLOTINIB,16,667,529,9.8975,0,1
SUNITINIB,GELDANAMYCIN,16,667,631,9.405,0,1
SUNITINIB,LAPATINIB,16,667,324,7.9325,0,1
SUNITINIB,SORAFENIB,16,667,657,2.525,0,1
SUNITINIB,TOPOTECAN,16,667,555,4.625,0,1
TOPOTECAN,SORAFENIB,16,555,657,14.245,0,1
VINBLASTINE,BORTEZOMIB,16,730,710,-0.73,0,0
VINBLASTINE,DASATINIB,16,730,495,-3.3425,0,0
VINBLASTINE,ERLOTINIB,16,730,529,4.09,0,1
VINBLASTINE,GELDANAMYCIN,16,730,631,-0.1425,0,0
VINBLASTINE,LAPATINIB,16,730,324,-0.245,0,0
VINBLASTINE,SORAFENIB,16,730,657,13.0,0,1
VINBLASTINE,SUNITINIB,16,730,667,-1.22,0,0
VINORELBINE,BORTEZOMIB,16,380,710,0.815,0,1
VINORELBINE,DASATINIB,16,380,495,-0.8425,0,0
VINORELBINE,ERLOTINIB,16,380,529,4.3975,0,1
VINORELBINE,GELDANAMYCIN,16,380,631,2.2175,0,1
VINORELBINE,LAPATINIB,16,380,324,4.0225,0,1
VINORELBINE,SORAFENIB,16,380,657,7.97,0,1
VINORELBINE,SUNITINIB,16,380,667,4.57,0,1
5-FU,BORTEZOMIB,36,400,710,-0.462,0,0
5-FU,DASATINIB,36,400,495,-1.846,0,0
5-FU,ERLOTINIB,36,400,529,1.954,0,1
5-FU,GELDANAMYCIN,36,400,631,1.4425,0,1
5-FU,LAPATINIB,36,400,324,-2.984,0,0
5-FU,SORAFENIB,36,400,657,9.954,0,1
5-FU,SUNITINIB,36,400,667,10.586,0,1
BORTEZOMIB,DASATINIB,36,710,495,-4.265,0,0
BORTEZOMIB,GELDANAMYCIN,36,710,631,3.72,0,1
BORTEZOMIB,SORAFENIB,36,710,657,13.05,0,1
BORTEZOMIB,TOPOTECAN,36,710,555,0.4925,0,1
DASATINIB,GELDANAMYCIN,36,495,631,-3.6175,0,0
DASATINIB,SORAFENIB,36,495,657,4.84,0,1
DASATINIB,TOPOTECAN,36,495,555,-5.356,0,0
DEXAMETHASONE,BORTEZOMIB,36,481,710,-0.9825,0,0
DEXAMETHASONE,DASATINIB,36,481,495,8.36,0,1
DEXAMETHASONE,ERLOTINIB,36,481,529,6.465,0,1
DEXAMETHASONE,GELDANAMYCIN,36,481,631,0.49,0,1
DEXAMETHASONE,LAPATINIB,36,481,324,8.855,0,1
DEXAMETHASONE,SORAFENIB,36,481,657,10.06,0,1
DEXAMETHASONE,SUNITINIB,36,481,667,14.4675,0,1
DOXORUBICIN,BORTEZOMIB,36,655,710,1.0575,0,1
DOXORUBICIN,DASATINIB,36,655,495,-0.2125,0,0
DOXORUBICIN,ERLOTINIB,36,655,529,-3.15,0,0
DOXORUBICIN,GELDANAMYCIN,36,655,631,4.4125,0,1
DOXORUBICIN,LAPATINIB,36,655,324,0.0625,0,1
DOXORUBICIN,SORAFENIB,36,655,657,2.9025,0,1
DOXORUBICIN,SUNITINIB,36,655,667,-1.54,0,0
ERLOTINIB,BORTEZOMIB,36,529,710,-0.65,0,0
ERLOTINIB,DASATINIB,36,529,495,1.6375,0,1
ERLOTINIB,GELDANAMYCIN,36,529,631,2.02,0,1
ERLOTINIB,SORAFENIB,36,529,657,12.5175,0,1
ERLOTINIB,TOPOTECAN,36,529,555,1.4775,0,1
ETOPOSIDE,BORTEZOMIB,36,595,710,0.145,0,1
ETOPOSIDE,DASATINIB,36,595,495,-1.8225,0,0
ETOPOSIDE,ERLOTINIB,36,595,529,6.015,0,1
ETOPOSIDE,GELDANAMYCIN,36,595,631,6.6125,0,1
ETOPOSIDE,LAPATINIB,36,595,324,4.2975,0,1
ETOPOSIDE,SORAFENIB,36,595,657,11.1775,0,1
ETOPOSIDE,SUNITINIB,36,595,667,3.265,0,1
GELDANAMYCIN,SORAFENIB,36,631,657,12.3525,0,1
GELDANAMYCIN,TOPOTECAN,36,631,555,2.455,0,1
GEMCITABINE,BORTEZOMIB,36,320,710,0.4225,0,1
GEMCITABINE,DASATINIB,36,320,495,-0.6575,0,0
GEMCITABINE,ERLOTINIB,36,320,529,-1.645,0,0
GEMCITABINE,GELDANAMYCIN,36,320,631,0.305,0,1
GEMCITABINE,LAPATINIB,36,320,324,-9.8975,0,0
GEMCITABINE,SORAFENIB,36,320,657,6.5025,0,1
GEMCITABINE,SUNITINIB,36,320,667,3.595,0,1
LAPATINIB,BORTEZOMIB,36,324,710,-0.802,0,0
LAPATINIB,DASATINIB,36,324,495,5.555,0,1
LAPATINIB,ERLOTINIB,36,324,529,-3.722,0,0
LAPATINIB,GELDANAMYCIN,36,324,631,3.7475,0,1
LAPATINIB,SORAFENIB,36,324,657,13.708,0,1
LAPATINIB,TOPOTECAN,36,324,555,-6.974,0,0
METFORMIN,BORTEZOMIB,36,425,710,-0.155,0,0
METFORMIN,DASATINIB,36,425,495,-1.165,0,0
METFORMIN,ERLOTINIB,36,425,529,-1.0775,0,0
METFORMIN,GELDANAMYCIN,36,425,631,1.775,0,1
METFORMIN,LAPATINIB,36,425,324,-4.2825,0,0
METFORMIN,SORAFENIB,36,425,657,14.96,0,1
METFORMIN,SUNITINIB,36,425,667,2.295,0,1
METHOTREXATE,BORTEZOMIB,36,737,710,-1.814,0,0
METHOTREXATE,DASATINIB,36,737,495,-0.5,0,0
METHOTREXATE,ERLOTINIB,36,737,529,0.928,0,1
METHOTREXATE,GELDANAMYCIN,36,737,631,4.6425,0,1
METHOTREXATE,LAPATINIB,36,737,324,-1.61,0,0
METHOTREXATE,SORAFENIB,36,737,657,18.4,0,1
METHOTREXATE,SUNITINIB,36,737,667,3.665,0,1
PACLITAXEL,BORTEZOMIB,36,477,710,-1.804,0,0
PACLITAXEL,DASATINIB,36,477,495,-1.404,0,0
PACLITAXEL,ERLOTINIB,36,477,529,1.324,0,1
PACLITAXEL,GELDANAMYCIN,36,477,631,1.46,0,1
PACLITAXEL,LAPATINIB,36,477,324,1.894,0,1
PACLITAXEL,SORAFENIB,36,477,657,10.662,0,1
PACLITAXEL,SUNITINIB,36,477,667,4.346,0,1
SUNITINIB,BORTEZOMIB,36,667,710,0.564,0,1
SUNITINIB,DASATINIB,36,667,495,1.8525,0,1
SUNITINIB,ERLOTINIB,36,667,529,6.274,0,1
SUNITINIB,GELDANAMYCIN,36,667,631,4.6375,0,1
SUNITINIB,LAPATINIB,36,667,324,11.7,0,1
SUNITINIB,SORAFENIB,36,667,657,6.492,0,1
SUNITINIB,TOPOTECAN,36,667,555,-3.726,0,0
TOPOTECAN,SORAFENIB,36,555,657,6.285,0,1
VINBLASTINE,BORTEZOMIB,36,730,710,0.3775,0,1
VINBLASTINE,DASATINIB,36,730,495,-0.41,0,0
VINBLASTINE,ERLOTINIB,36,730,529,7.18,0,1
VINBLASTINE,GELDANAMYCIN,36,730,631,1.9675,0,1
VINBLASTINE,LAPATINIB,36,730,324,-0.825,0,0
VINBLASTINE,SORAFENIB,36,730,657,21.2475,0,1
VINBLASTINE,SUNITINIB,36,730,667,2.4175,0,1
VINORELBINE,BORTEZOMIB,36,380,710,-2.2,0,0
VINORELBINE,DASATINIB,36,380,495,-0.8325,0,0
VINORELBINE,ERLOTINIB,36,380,529,4.1775,0,1
VINORELBINE,GELDANAMYCIN,36,380,631,0.365,0,1
VINORELBINE,LAPATINIB,36,380,324,-0.37,0,0
VINORELBINE,SORAFENIB,36,380,657,11.775,0,1
VINORELBINE,SUNITINIB,36,380,667,2.16,0,1
5-FU,BORTEZOMIB,72,400,710,2.286,0,1
5-FU,DASATINIB,72,400,495,7.018,0,1
5-FU,ERLOTINIB,72,400,529,7.806,0,1
5-FU,GELDANAMYCIN,72,400,631,4.53,0,1
5-FU,LAPATINIB,72,400,324,3.14,0,1
5-FU,SORAFENIB,72,400,657,3.59,0,1
5-FU,SUNITINIB,72,400,667,6.938,0,1
BORTEZOMIB,DASATINIB,72,710,495,1.02,0,1
BORTEZOMIB,GELDANAMYCIN,72,710,631,2.51,0,1
BORTEZOMIB,SORAFENIB,72,710,657,7.285,0,1
BORTEZOMIB,TOPOTECAN,72,710,555,2.55,0,1
DASATINIB,GELDANAMYCIN,72,495,631,6.1475,0,1
DASATINIB,SORAFENIB,72,495,657,6.712,0,1
DASATINIB,TOPOTECAN,72,495,555,6.784,0,1
DEXAMETHASONE,BORTEZOMIB,72,481,710,3.715,0,1
DEXAMETHASONE,DASATINIB,72,481,495,-1.3625,0,0
DEXAMETHASONE,ERLOTINIB,72,481,529,3.3475,0,1
DEXAMETHASONE,GELDANAMYCIN,72,481,631,5.0175,0,1
DEXAMETHASONE,LAPATINIB,72,481,324,2.185,0,1
DEXAMETHASONE,SORAFENIB,72,481,657,5.1425,0,1
DEXAMETHASONE,SUNITINIB,72,481,667,4.1975,0,1
DOXORUBICIN,BORTEZOMIB,72,655,710,1.68,0,1
DOXORUBICIN,DASATINIB,72,655,495,8.22,0,1
DOXORUBICIN,ERLOTINIB,72,655,529,3.005,0,1
DOXORUBICIN,GELDANAMYCIN,72,655,631,-0.1925,0,0
DOXORUBICIN,LAPATINIB,72,655,324,7.41,0,1
DOXORUBICIN,SORAFENIB,72,655,657,-2.21,0,0
DOXORUBICIN,SUNITINIB,72,655,667,-1.62,0,0
ERLOTINIB,BORTEZOMIB,72,529,710,3.346,0,1
ERLOTINIB,DASATINIB,72,529,495,10.9425,0,1
ERLOTINIB,GELDANAMYCIN,72,529,631,7.585,0,1
ERLOTINIB,SORAFENIB,72,529,657,9.525,0,1
ERLOTINIB,TOPOTECAN,72,529,555,11.1025,0,1
ETOPOSIDE,BORTEZOMIB,72,595,710,3.815,0,1
ETOPOSIDE,DASATINIB,72,595,495,5.525,0,1
ETOPOSIDE,ERLOTINIB,72,595,529,9.64,0,1
ETOPOSIDE,GELDANAMYCIN,72,595,631,4.3,0,1
ETOPOSIDE,LAPATINIB,72,595,324,8.7675,0,1
ETOPOSIDE,SORAFENIB,72,595,657,2.7575,0,1
ETOPOSIDE,SUNITINIB,72,595,667,1.965,0,1
GELDANAMYCIN,SORAFENIB,72,631,657,4.5525,0,1
GELDANAMYCIN,TOPOTECAN,72,631,555,4.545,0,1
GEMCITABINE,BORTEZOMIB,72,320,710,2.49,0,1
GEMCITABINE,DASATINIB,72,320,495,6.79,0,1
GEMCITABINE,ERLOTINIB,72,320,529,5.035,0,1
GEMCITABINE,GELDANAMYCIN,72,320,631,-0.5125,0,0
GEMCITABINE,LAPATINIB,72,320,324,-1.155,0,0
GEMCITABINE,SORAFENIB,72,320,657,-1.8975,0,0
GEMCITABINE,SUNITINIB,72,320,667,-0.385,0,0
LAPATINIB,BORTEZOMIB,72,324,710,3.588,0,1
LAPATINIB,DASATINIB,72,324,495,-1.075,0,0
LAPATINIB,ERLOTINIB,72,324,529,2.564,0,1
LAPATINIB,GELDANAMYCIN,72,324,631,6.8725,0,1
LAPATINIB,SORAFENIB,72,324,657,7.552,0,1
LAPATINIB,TOPOTECAN,72,324,555,5.642,0,1
METFORMIN,BORTEZOMIB,72,425,710,0.9075,0,1
METFORMIN,DASATINIB,72,425,495,-0.1275,0,0
METFORMIN,ERLOTINIB,72,425,529,2.975,0,1
METFORMIN,GELDANAMYCIN,72,425,631,3.35,0,1
METFORMIN,LAPATINIB,72,425,324,4.4225,0,1
METFORMIN,SORAFENIB,72,425,657,9.3275,0,1
METFORMIN,SUNITINIB,72,425,667,3.375,0,1
METHOTREXATE,BORTEZOMIB,72,737,710,-1.07,0,0
METHOTREXATE,DASATINIB,72,737,495,-0.93,0,0
METHOTREXATE,ERLOTINIB,72,737,529,4.956,0,1
METHOTREXATE,GELDANAMYCIN,72,737,631,-2.435,0,0
METHOTREXATE,LAPATINIB,72,737,324,2.0475,0,1
METHOTREXATE,SORAFENIB,72,737,657,1.84,0,1
METHOTREXATE,SUNITINIB,72,737,667,-5.9,0,0
PACLITAXEL,BORTEZOMIB,72,477,710,2.61,0,1
PACLITAXEL,DASATINIB,72,477,495,3.702,0,1
PACLITAXEL,ERLOTINIB,72,477,529,5.356,0,1
PACLITAXEL,GELDANAMYCIN,72,477,631,4.1425,0,1
PACLITAXEL,LAPATINIB,72,477,324,5.686,0,1
PACLITAXEL,SORAFENIB,72,477,657,4.812,0,1
PACLITAXEL,SUNITINIB,72,477,667,4.296,0,1
SUNITINIB,BORTEZOMIB,72,667,710,1.75,0,1
SUNITINIB,DASATINIB,72,667,495,17.7825,0,1
SUNITINIB,ERLOTINIB,72,667,529,5.12,0,1
SUNITINIB,GELDANAMYCIN,72,667,631,4.5825,0,1
SUNITINIB,LAPATINIB,72,667,324,4.1625,0,1
SUNITINIB,SORAFENIB,72,667,657,3.894,0,1
SUNITINIB,TOPOTECAN,72,667,555,0.262,0,1
TOPOTECAN,SORAFENIB,72,555,657,2.6225,0,1
VINBLASTINE,BORTEZOMIB,72,730,710,0.4925,0,1
VINBLASTINE,DASATINIB,72,730,495,-3.345,0,0
VINBLASTINE,ERLOTINIB,72,730,529,9.89,0,1
VINBLASTINE,GELDANAMYCIN,72,730,631,-1.8625,0,0
VINBLASTINE,LAPATINIB,72,730,324,1.74,0,1
VINBLASTINE,SORAFENIB,72,730,657,10.0,0,1
VINBLASTINE,SUNITINIB,72,730,667,2.655,0,1
VINORELBINE,BORTEZOMIB,72,380,710,2.535,0,1
VINORELBINE,DASATINIB,72,380,495,3.66,0,1
VINORELBINE,ERLOTINIB,72,380,529,9.45,0,1
VINORELBINE,GELDANAMYCIN,72,380,631,1.3525,0,1
VINORELBINE,LAPATINIB,72,380,324,5.605,0,1
VINORELBINE,SORAFENIB,72,380,657,3.9175,0,1
VINORELBINE,SUNITINIB,72,380,667,5.3325,0,1
5-FU,BORTEZOMIB,15,400,710,-6.2375,0,0
5-FU,DASATINIB,15,400,495,-10.4625,0,0
5-FU,ERLOTINIB,15,400,529,-6.355,0,0
5-FU,GELDANAMYCIN,15,400,631,-5.515,0,0
5-FU,LAPATINIB,15,400,324,-9.0325,0,0
5-FU,SORAFENIB,15,400,657,-8.1475,0,0
5-FU,SUNITINIB,15,400,667,-9.895,0,0
BORTEZOMIB,DASATINIB,15,710,495,2.1175,0,1
BORTEZOMIB,GELDANAMYCIN,15,710,631,-0.18,0,0
BORTEZOMIB,SORAFENIB,15,710,657,3.1175,0,1
BORTEZOMIB,TOPOTECAN,15,710,555,1.2575,0,1
DASATINIB,GELDANAMYCIN,15,495,631,0.165,0,1
DASATINIB,SORAFENIB,15,495,657,-1.095,0,0
DASATINIB,TOPOTECAN,15,495,555,-6.0375,0,0
DEXAMETHASONE,BORTEZOMIB,15,481,710,8.22,0,1
DEXAMETHASONE,DASATINIB,15,481,495,3.2875,0,1
DEXAMETHASONE,ERLOTINIB,15,481,529,6.38,0,1
DEXAMETHASONE,GELDANAMYCIN,15,481,631,7.9175,0,1
DEXAMETHASONE,LAPATINIB,15,481,324,7.91,0,1
DEXAMETHASONE,SORAFENIB,15,481,657,2.655,0,1
DEXAMETHASONE,SUNITINIB,15,481,667,3.165,0,1
DOXORUBICIN,BORTEZOMIB,15,655,710,1.695,0,1
DOXORUBICIN,DASATINIB,15,655,495,0.0925,0,1
DOXORUBICIN,ERLOTINIB,15,655,529,0.96,0,1
DOXORUBICIN,GELDANAMYCIN,15,655,631,-0.6025,0,0
DOXORUBICIN,LAPATINIB,15,655,324,1.1,0,1
DOXORUBICIN,SORAFENIB,15,655,657,-9.18,0,0
DOXORUBICIN,SUNITINIB,15,655,667,-6.855,0,0
ERLOTINIB,BORTEZOMIB,15,529,710,1.6075,0,1
ERLOTINIB,DASATINIB,15,529,495,-1.4175,0,0
ERLOTINIB,GELDANAMYCIN,15,529,631,-2.8925,0,0
ERLOTINIB,SORAFENIB,15,529,657,-3.17,0,0
ERLOTINIB,TOPOTECAN,15,529,555,1.7475,0,1
ETOPOSIDE,BORTEZOMIB,15,595,710,1.83,0,1
ETOPOSIDE,DASATINIB,15,595,495,1.86,0,1
ETOPOSIDE,ERLOTINIB,15,595,529,8.965,0,1
ETOPOSIDE,GELDANAMYCIN,15,595,631,4.3725,0,1
ETOPOSIDE,LAPATINIB,15,595,324,4.7375,0,1
ETOPOSIDE,SORAFENIB,15,595,657,2.8875,0,1
ETOPOSIDE,SUNITINIB,15,595,667,-1.6275,0,0
GELDANAMYCIN,SORAFENIB,15,631,657,0.055,0,1
GELDANAMYCIN,TOPOTECAN,15,631,555,1.715,0,1
GEMCITABINE,BORTEZOMIB,15,320,710,-4.22,0,0
GEMCITABINE,DASATINIB,15,320,495,-4.4875,0,0
GEMCITABINE,ERLOTINIB,15,320,529,-1.6775,0,0
GEMCITABINE,GELDANAMYCIN,15,320,631,-0.32,0,0
GEMCITABINE,LAPATINIB,15,320,324,-6.23,0,0
GEMCITABINE,SORAFENIB,15,320,657,-7.9725,0,0
GEMCITABINE,SUNITINIB,15,320,667,-11.0625,0,0
LAPATINIB,BORTEZOMIB,15,324,710,2.21,0,1
LAPATINIB,DASATINIB,15,324,495,7.5825,0,1
LAPATINIB,ERLOTINIB,15,324,529,-10.2275,0,0
LAPATINIB,GELDANAMYCIN,15,324,631,2.9425,0,1
LAPATINIB,SORAFENIB,15,324,657,2.16,0,1
LAPATINIB,TOPOTECAN,15,324,555,-3.775,0,0
METFORMIN,BORTEZOMIB,15,425,710,1.1325,0,1
METFORMIN,DASATINIB,15,425,495,-2.2175,0,0
METFORMIN,ERLOTINIB,15,425,529,0.0475,0,1
METFORMIN,GELDANAMYCIN,15,425,631,0.9075,0,1
METFORMIN,LAPATINIB,15,425,324,-2.055,0,0
METFORMIN,SORAFENIB,15,425,657,-1.9725,0,0
METFORMIN,SUNITINIB,15,425,667,-6.865,0,0
METHOTREXATE,BORTEZOMIB,15,737,710,0.895,0,1
METHOTREXATE,DASATINIB,15,737,495,-7.3875,0,0
METHOTREXATE,ERLOTINIB,15,737,529,-3.1,0,0
METHOTREXATE,GELDANAMYCIN,15,737,631,4.5925,0,1
METHOTREXATE,LAPATINIB,15,737,324,-4.495,0,0
METHOTREXATE,SORAFENIB,15,737,657,3.1075,0,1
METHOTREXATE,SUNITINIB,15,737,667,-9.27,0,0
PACLITAXEL,BORTEZOMIB,15,477,710,0.0775,0,1
PACLITAXEL,DASATINIB,15,477,495,-2.71,0,0
PACLITAXEL,ERLOTINIB,15,477,529,-3.41,0,0
PACLITAXEL,GELDANAMYCIN,15,477,631,-1.095,0,0
PACLITAXEL,LAPATINIB,15,477,324,1.08,0,1
PACLITAXEL,SORAFENIB,15,477,657,-1.81,0,0
PACLITAXEL,SUNITINIB,15,477,667,-0.935,0,0
SUNITINIB,BORTEZOMIB,15,667,710,-0.975,0,0
SUNITINIB,DASATINIB,15,667,495,1.945,0,1
SUNITINIB,ERLOTINIB,15,667,529,-0.8225,0,0
SUNITINIB,GELDANAMYCIN,15,667,631,-2.14,0,0
SUNITINIB,LAPATINIB,15,667,324,6.1575,0,1
SUNITINIB,SORAFENIB,15,667,657,-6.4375,0,0
SUNITINIB,TOPOTECAN,15,667,555,-9.6775,0,0
TOPOTECAN,SORAFENIB,15,555,657,-5.5975,0,0
VINBLASTINE,BORTEZOMIB,15,730,710,7.2025,0,1
VINBLASTINE,DASATINIB,15,730,495,5.615,0,1
VINBLASTINE,ERLOTINIB,15,730,529,13.4175,0,1
VINBLASTINE,GELDANAMYCIN,15,730,631,3.0025,0,1
VINBLASTINE,LAPATINIB,15,730,324,8.5925,0,1
VINBLASTINE,SORAFENIB,15,730,657,10.5225,0,1
VINBLASTINE,SUNITINIB,15,730,667,0.3725,0,1
VINORELBINE,BORTEZOMIB,15,380,710,-3.0725,0,0
VINORELBINE,DASATINIB,15,380,495,-2.6275,0,0
VINORELBINE,ERLOTINIB,15,380,529,3.135,0,1
VINORELBINE,GELDANAMYCIN,15,380,631,-1.63,0,0
VINORELBINE,LAPATINIB,15,380,324,-3.8375,0,0
VINORELBINE,SORAFENIB,15,380,657,-1.84,0,0
VINORELBINE,SUNITINIB,15,380,667,-3.7875,0,0
5-FU,BORTEZOMIB,4,400,710,-1.978,0,0
5-FU,DASATINIB,4,400,495,-8.37,0,0
5-FU,ERLOTINIB,4,400,529,-5.242,0,0
5-FU,GELDANAMYCIN,4,400,631,2.36,0,1
5-FU,LAPATINIB,4,400,324,-7.266,0,0
5-FU,SORAFENIB,4,400,657,-3.338,0,0
5-FU,SUNITINIB,4,400,667,3.58,0,1
BORTEZOMIB,DASATINIB,4,710,495,0.77,0,1
BORTEZOMIB,GELDANAMYCIN,4,710,631,1.8025,0,1
BORTEZOMIB,SORAFENIB,4,710,657,6.495,0,1
BORTEZOMIB,TOPOTECAN,4,710,555,1.3875,0,1
DASATINIB,GELDANAMYCIN,4,495,631,0.0275,0,1
DASATINIB,SORAFENIB,4,495,657,0.38,0,1
DASATINIB,TOPOTECAN,4,495,555,-4.465,0,0
DEXAMETHASONE,BORTEZOMIB,4,481,710,4.97,0,1
DEXAMETHASONE,DASATINIB,4,481,495,-6.76,0,0
DEXAMETHASONE,ERLOTINIB,4,481,529,-4.4775,0,0
DEXAMETHASONE,GELDANAMYCIN,4,481,631,0.9275,0,1
DEXAMETHASONE,LAPATINIB,4,481,324,-6.92,0,0
DEXAMETHASONE,SORAFENIB,4,481,657,5.2325,0,1
DEXAMETHASONE,SUNITINIB,4,481,667,5.1,0,1
DOXORUBICIN,BORTEZOMIB,4,655,710,3.84,0,1
DOXORUBICIN,DASATINIB,4,655,495,4.12,0,1
DOXORUBICIN,ERLOTINIB,4,655,529,6.29,0,1
DOXORUBICIN,GELDANAMYCIN,4,655,631,4.005,0,1
DOXORUBICIN,LAPATINIB,4,655,324,6.045,0,1
